Row,Flag,Question,Answer,Category,Reason
1614,#redflag,All data shall be backed up no less than daily and shall be available for MCSO use if/when needed. All data files and backups shall be stored at a central location within the continental United States,?We cannot encrypt ALL data and backups are not centrally managed as they do not leave the datacenter. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
1646,#redflag,"The Contractor must encrypt all Council Data at rest and in transit, in compliance with FIPS Publication 140-2 or similar encryption method, or applicable law, regulation or rule, whichever is a highe",?We cannot encrypt ALL data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
1821,#redflag,"Data Encryption. Contractor must encrypt all State data at rest and in transit, in compliance with FIPS Publication 140-2 or applicable law, regulation or rule, whichever is a higher standard. All enc",?We cannot encrypt ALL data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
1851,#redflag,Attachment F - SEC02The Contractor shall ensure that any data being transmitted or transported either physically or electronically will be encrypted. ,"?Translating ""Any"" data as ""All,"" we cannot encrypt all data. ",WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
1904,#redflag,"The Vendor shall protect the confidentiality of all information, Data, instruments, studies, reports, records and other materials provided to it by the State or maintained or created in accordance wit","?If this requires encryption, then we cannot encrypt ALL data. ",WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2244,#redflag,Assume all State Data is both confidential and critical for State operations. ,?Cannot encrypt all data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2251,#redflag,"Take all commercially reasonable steps to (a) protect the confidentiality of State Data received from the State and (b) establish and maintain physical, technical, and administrative safeguards to pre",?Cannot encrypt ALL data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2470,#redflag,Confidential information such as social security number (SSN) and drivers' license numbers must be masked during a customer's internet sales transaction.All data within defined databases must be encry,?We cannot encrypt all data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2529,#redflag,Enterprise can dictate data locale residency ,?Customer cannot dictate specific data location. In GovCloud this is distributed between two DCs. ,WRONG,Says cannot dictate data location (18 Hyperforce regions available)
2536,#redflag,Confirm that all files containing SORM data will be encrypted at rest. ,?We cannot encrypt ALL data. Customer can identify datafields that are sensitive and apply necessary encryption. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2588,#redflag,Host based disk encryption; ,?We do not provide volume level encryption in GovCloud. Exists in GovCloud Plus. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2821,#redflag,"State Data Encryption: Contractor agrees to store all data provided to Contractor, including State, as well as any backups made of that data, in encrypted form using no less than 128 bit key and inclu",?We cannot encrypt ALL data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2876,#redflag,"measures to store in a secure fashion all State Data which shall include, but not be limited to, encryption at rest and multiple levels of authentication ",?We cannot encrypt all customer data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2883,#redflag,"measures to store in a secure fashion all State Data which shall include, but not be limited to, encryption at rest and multiple levels of authentication; ",?We cannot encrypt all data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
2914,#redflag,The Data will remain Encrypted at all times while residing within the Cloud storage solution. ,?E2E Encryption / We cannot encrypt all data. ,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
3075,#yellowflag,"Page 22Table A5When no longer needed, all media must be processed (sanitized, degaussed, or destroyed) in accordance with DOJ security requirements",Assume our compliance with FedRAMP and NIST standards meets these requirements.RFPio content:Salesforce has an established process for sanitizing media consistent with industry guidelines and NIST SP 800-88 Guidelines for Media Sanitization [MP-6]. Salesforce performs a 7 pass wipe.Destruction of pr,WRONG,Claims FedRAMP for quip (not in Certification__mdt)
6222,#yellowflag,3.8 Medicaid and HIPAA RequirementsThe Vendor {Contractor} shall securely handle and store sensitive Beneficiary and Health Care Provider information in accordance with Medicaid and Children?s Health ,? We cannot encrypt all Beneficiary data at rest. Suggest we include Platform Encryption in the proposed solution.,WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
6312,#redflag,"Requirement #13""The solution provides end to end encryption on all data being transmitted and shall encrypt all data at rest using FIPS 140-2 validated cryptographic solutions.What versions of SSL/TLS","?We do not provide end-to-end encryption. We cannot encrypt all data at rest, but suggest we propose Platform Encryption.",WRONG,Says disk/all-data encryption not provided (Shield + AWS disk encryption available)
