Row,Flag,Question,Answer,Category,Reason
612,#redflag,Section 7.0 SLAS - Damages ,?,EMPTY,No answer content
615,#redflag,12. The proposed solution must be ADA Compliant using section508.gov or w3.org accessibility standards ,?,EMPTY,No answer content
616,#redflag,"Pg. 132, The State of Arizona seeks a partnership with our supporting vendors, therefore, NonDisclosure Agreements (NDA) for release to review submitted SSP?s and/or WISP ?s will not be considered. Pr",?,EMPTY,No answer content
625,#redflag,Availability SLA - 99.9 ,?,EMPTY,No answer content
638,#redflag,The solution shall be ADA-508 Compliant ,?,EMPTY,No answer content
639,#redflag,The system shall be compliant with ADA 508 ,?,EMPTY,No answer content
644,#redflag,320The contractor will provide private connectivity from the City datacenters to the hosting datacenter. ,?,EMPTY,No answer content
645,#redflag,"321If the Internet must be used for connectivity, then the Internet access at the hosting data center must be dedicated for City traffic or prioritization must be used to ensure that the City applicat",?,EMPTY,No answer content
646,#redflag,"322If the Internet must be used, VPNs must be utilized if the Internet is the transport network. ",?,EMPTY,No answer content
653,#redflag,NF.5A.02 - The ET2 solution data storage capacity must scale dynamically without limit at or above the minimum growth rate defined within the SLAs and require no downtime. ,?,EMPTY,No answer content
658,#redflag,Attachment 14 - User Interface transactions shall achieve an average response time of equal-to-or better-than 200 transactions per second (.005/second transaction response time). ,?,EMPTY,No answer content
660,#redflag,Pg. 33 - Liquidated Damages ,?,EMPTY,No answer content
665,#redflag,The State shall have the right to participate in the investigation of a security incident involving its data or conduct its own independent investigation. The Contractor shall allow the State reasonab,?,EMPTY,No answer content
673,#redflag,2 Hour RTO ,?,EMPTY,No answer content
681,#redflag,Pg 2. - 3 9s ,?,EMPTY,No answer content
682,#redflag,RTO / RPO SLA not indicated in SLA. ,?,EMPTY,No answer content
683,#redflag,Pg 50. Business Associate shall notify CalOptima immediately upon the discovery of a suspected breach or security incident that involves SSA data. This notification will be provided by email upon disc,?,EMPTY,No answer content
685,#redflag,285 - 4 9s ,?,EMPTY,No answer content
697,#redflag,"SOW - 4.t - All Contractor Staff who will provide services pursuant to this Agreement shall complete a Statement of Economic Interests, Form 700 within thirty (30) days of commencing any work for the ",?,EMPTY,No answer content
712,#redflag,"NOTE: Document mentions RPO, but no RPO is listed. ",?,EMPTY,No answer content
733,#redflag,System complies with ADA Section 508 standards for end users with disabilities. Please describe your compliance. ,?,EMPTY,No answer content
735,#redflag,System supports and is compliant with Section 508 EIT standards. ,?,EMPTY,No answer content
736,#redflag,"System supports and is in compliance with ADA Section 508 standards for websites and user interfaces (WCAG 2.1, level AA) for end users with disabilities. These standards apply to all public-facing we",?,EMPTY,No answer content
749,#redflag,P11.8 - The solution should use the TLS 1.3 security protocol. ,?,EMPTY,No answer content
750,#yellowflag,P11.9 - The solution should support Web Content Accessibility Guidelines (WCAG) version 2.1 or greater. ,?,EMPTY,No answer content
756,#redflag,1.11.3. Disclose any breaches or security issues that have occurred in the past. ,?,EMPTY,No answer content
770,#redflag,The customer web portal shall be ADA WCAG 2.0 and Section 508 compliant. ,?,EMPTY,No answer content
778,#redflag,The hosting facility requires that all personnel employed there are required to sign a non-disclosure agreement (NDA). ,?,EMPTY,No answer content
783,#redflag,14.4 Physical Storage and Destruction of Hard Copy Documents14.4.1 Contractor shall have responsibility for the storage and retention of documents relating to its operations for the City of Los Angele,?,EMPTY,No answer content
784,#redflag,"14.8.9 Contractor shall provide all computing equipment, including portable devices necessary for complete operation of the System. ",?,EMPTY,No answer content
789,#redflag,"PSC - 22 - At CITY?S sole discretion, CITY and its authorized agents shall have the right to lead or participate in the investigation. CONTRACTOR shall cooperate fully with CITY, its agents and law en",?,EMPTY,No answer content
794,#redflag,Minimum availability to be 9999 calculated monthly ,?,EMPTY,No answer content
795,#redflag,Will you guarantee 99.99% uptime in the contract? What penalty do you incur if you miss the SLA? ,?,EMPTY,No answer content
806,#redflag,Any associated databases for this system must use at least SQL 2019. ,?,EMPTY,No answer content
809,#redflag,"Sample Exhibit A, Pg. 28 - Escrow of Source Code. (09/17) The escrow of Source Code for the Software shall be governed by a separately executed Source Code Escrow Agreement. Upon release of the Source",?,EMPTY,No answer content
815,#redflag,WCAG 2.1 ,?,EMPTY,No answer content
823,#redflag,Pg. 6 - 99.9% uptime. #[,]?,EMPTY,No answer content
830,#redflag,Exhibit C - Pg. 4Mention of CJIS. Please verify if CJIS will be in the org. ,?,EMPTY,No answer content
832,#yellowflag,HS11 - Allocate a minimum of 2 terabytes of storage for application and monitoring data ,?,EMPTY,No answer content
833,#yellowflag,HS11 - Allocate a minimum of 2 terabytes of storage for application and monitoring data ,?,EMPTY,No answer content
838,#yellowflag,All electronic and information technology deliverables sought under a future solicitation must comply with Section 508 of the Rehabilitation Act of 1973 (29 U.S.C. 794 (d); 36 CFR Part 1194) #Redf?508,,EMPTY,No answer content
839,#redflag,"Contractor shall comply with and adhere to Section 508 of the U.S. Rehabilitation Act of 1973, as amended, and §§24-85-101, et seq., C.R.S. Contractor shall comply with all State of Colorado technolog",?,EMPTY,No answer content
853,#redflag,Availability SLA - 99.950 with Credits ,?,EMPTY,No answer content
856,#redflag,The Offeror will ensure the production environment is available no less than 99.950% of the time per month during the Business Operations Window and no less than 90.00% availability of the Test and Re,?,EMPTY,No answer content
860,#redflag,Transaction Response Times &lt;= .5 seconds with Credits ,?,EMPTY,No answer content
874,#redflag,2. Service Level Objective. Software Vendor will use commercially reasonable efforts to make the Service Offerings available 99.99% of the time. ,?,EMPTY,No answer content
883,#redflag,5 9s. ,?,EMPTY,No answer content
886,#redflag,Item #18 - We do not provide vulnerability assessments / security scans to customers. Some scans (PenTests) are available via the Trust Portal. ,?,EMPTY,No answer content
888,#redflag,"Item #7 - NIST / FedRAMP boundary. ChatBot functionality may extend outside of the FedRAMP authorization boundary. We have SOC reports for that, but not necessarily NIST. ",?,EMPTY,No answer content
889,#redflag,"The Commonwealth may specify other or additional standards, certifications or audits it requires under any Purchase Orders or within an ITP. ",?,EMPTY,No answer content
894,#redflag,? A completed Voluntary Product Accessibility Template (VPAT) using either the latest Information Technology Industry Council (ITI) Section 508 Standards (Revised) or the Web Content Accessibility Gui,?,EMPTY,No answer content
895,#redflag,"? All Contractor and agreed upon subcontractor staff shall complete regular role and topic-based accessibility training using a Commonwealth approved training program such as Access University, Deque ",?,EMPTY,No answer content
896,#redflag,? Offeror personnel must have knowledge and understanding of the following Accessibility standards:? Revised Section 508 Standards ,?,EMPTY,No answer content
897,#redflag,"? Security architecture.The Offeror shall align with Security Reference Model (SRM) concepts per the established Enterprise Architecture (EA) framework in Appendix E, Commonwealth Enterprise Architect",?,EMPTY,No answer content
898,#redflag,? Security scans.The Offeror shall provide quarterly vulnerability scans and documentation of an annual third-party security assessment and execution of remediation plan ,?,EMPTY,No answer content
903,#redflag,Single tenant hosting ,?,EMPTY,No answer content
905,#redflag,Database needs to be SQL server latest version. ,?,EMPTY,No answer content
910,#redflag,"@Kathryn Collins?For the questionnaire, do you need it filled out or just a review of ",? ,EMPTY,No answer content
915,#redflag,"Pg. 27 - (b) Personnel Documentation. When required by CCH, Vendor will provide documentation evidencing that all personnel assigned by Vendor to furnish Services or Deliverables on-site at a CCH or o",?,EMPTY,No answer content
938,#redflag,"Service Credits associated with availability SLAs: (P. 9)99.99% - 3 9s SLA for 0% service credit. 98 to 99.98 - We can meet this, but I think Gov Cloud exists between the 0% service credit and the 10%",?,EMPTY,No answer content
945,#redflag,Pg. 86 - SLA w/Credits ,?,EMPTY,No answer content
946,#redflag,Pg 122 - Liquidated Damages ,?,EMPTY,No answer content
956,#redflag,Appendix K -Background Checks ,,EMPTY,No answer content
960,#redflag,Appendix V1 - The CONTRACTOR shall comply with and adhere to Accessibility Standards of Section 508 Amendment to the Rehabilitation Act of 1973. ,?,EMPTY,No answer content
962,#redflag,"Appendix V - SYSTEM uptime shall be 99.9% availability for all key functions of the SYSTEM applications on a 24 hour per day, 7 days a week basis. ",?,EMPTY,No answer content
967,#yellowflag,3.3.3. Source Code Escrow ,?,EMPTY,No answer content
968,#redflag,3.3.3Perpetual Licenses ,,EMPTY,No answer content
977,#redflag,All goods will be subject to inspection and test by CPA. Authorized CPA personnel shall have access to supplier's place of business for the purpose of inspecting merchandise. Tests shall be performed ,?,EMPTY,No answer content
984,#redflag,No identification of RTO/RPO as specified in documentation. ,?,EMPTY,No answer content
985,#redflag,Oberall - Line 138 / 140 - Performance SLA ,?,EMPTY,No answer content
986,#redflag,Overall - Line #135 - 99.9% Availability ,?,EMPTY,No answer content
987,#redflag,Overall - Line #199 - Performance SLA ,?,EMPTY,No answer content
988,#redflag,Overall - Line #98 - Section 508 ,?,EMPTY,No answer content
990,#redflag,Pg. 357 - 24 Hour Breach ,?,EMPTY,No answer content
1020,#redflag,1.1.3 - We do not provide this information to customers. ,?,EMPTY,No answer content
1076,#redflag,Pg 73 (h) - Immediate Breach Notification ,?,EMPTY,No answer content
1077,#redflag,"Pg 73 - 1 - This item indicates CJIS information which Salesforce is currently not able to process. However, we should verify this is the case as I don't see the requirements elsewhere in the RFQ. ",?,EMPTY,No answer content
1078,#redflag,Pg 75 (t) - Security Rating Service ,?,EMPTY,No answer content
1094,#redflag,FMWM.100.002 - 016 - Performance SLAs ,?,EMPTY,No answer content
1097,#redflag,"Pg 8, 1.11.0 - LIquidated Damages ",?,EMPTY,No answer content
1098,#redflag,The vendor of choice must utilize the City of Tallahassee?s established remote access platform when accessing any resources within the enterprise network to include any cloud-hosted environments. ,?,EMPTY,No answer content
1113,#redflag,Attachment A - SLAs with Damages ,?,EMPTY,No answer content
1116,#redflag,"Item F, Pg. 11 - Background Checks ",?,EMPTY,No answer content
1143,#redflag,Background Checks ,?,EMPTY,No answer content
1166,#yellowflag,Pg. 2. - Database should be Microsoft SQL Server (MSSQL) or an open-source database software. ,?,EMPTY,No answer content
1168,#yellowflag,All web applications/websites must be designed to primarily be hosted in Microsoft Azure?s PaaS offerings if possible.,?,EMPTY,No answer content
1169,#yellowflag,Entity Framework o Microsoft ?Database First? approach ,?,EMPTY,No answer content
1183,#yellowflag,Solution includes self-service challenge and response that are comprised of 8 challenge questions and stores user?s responses during registration.Responses must be stored with a minimum of AES 256 bit,?,EMPTY,No answer content
1187,#redflag,Page 29 - Liquidated Damages ,?,EMPTY,No answer content
1188,#redflag,Page 50 - Background Checks ,?,EMPTY,No answer content
1198,#yellowflag,"Provide Disentanglement Services for up to one (1) year from the date of termination, completion, or expiration. Unless otherwise agreed to by the Department in writing, the Vendor?s Payment Schedule,",?,EMPTY,No answer content
1210,#redflag,"Ability to collect, structure, and organize different FCOA program related information to support Care Giver program, Grants program, Communications department. These FCOA programs collect client data",,EMPTY,No answer content
1214,#redflag,Pg 9 - 508 ,,EMPTY,No answer content
1223,#redflag,Meet or exceed all accessibility standards of Section 508 (Federal Electronic and Information Technology) of the Rehabilitation Act of 1973. ,?,EMPTY,No answer content
1237,#yellowflag,Liquidated Damages ,?,EMPTY,No answer content
1244,#redflag,"P. 24, Section 5.1 - Web Accessibility standards, including, but not limited to the ability to support ADA compliance (e.g. Section 508) ",?,EMPTY,No answer content
1250,#redflag,99.99% Availability. ,?,EMPTY,No answer content
1259,#yellowflag,Change Control and Advance Notice: The contractor shall give notice to the State for change management requests. Contractor shall provide notice to the State regarding change management requests that ,?,EMPTY,No answer content
1260,#redflag,"The contractor shall encrypt all Data at rest and in transit. The State may, in the Statement of Work, identify Data it deems as that which may be publicly disclosed that is not subject to encryption.",?,EMPTY,No answer content
1261,#redflag,"The State may perform an annual audit of contractor?s data center(s) where Data, State applications, or other State information is maintained. The audit may take place onsite or remotely, at the State",?,EMPTY,No answer content
1262,#redflag,"Upon termination of the Services or the contract in its entirety, contractor shall, within 30 days of receipt of the State?s notice given in 7(c) above, securely dispose of all Data in all of its form",?,EMPTY,No answer content
1264,#redflag,"Ability to offer different Recovery Time Objectives for functions of differing criticality.Ability to offer different Recovery Point Objectives for functions with differing levels of effort, cost and ",?,EMPTY,No answer content
1265,#redflag,Ability to offer Real-Time Recovery Point Objective. ,?,EMPTY,No answer content
1282,#redflag,T5.50 Controls for separation of users and data within the service for geographic purposes or regulatory requirements ,?,EMPTY,No answer content
1283,#redflag,T5.88 Ability to connect the corporate WAN directly to the SaaS provider to bypass the internet , ,EMPTY,No answer content
1285,#redflag,T6.109 + T6.95 Guarantee of 99.99% or better uptime ,?,EMPTY,No answer content
1287,#redflag,"Vendor must provide a Plan of Action and Milestones (POA&amp;M) to the State of Illinois that addresses any control deficiencies identified during the State of Illinois? risk assessment, review of the",?,EMPTY,No answer content
1331,#redflag,In no case shall the Contractor take any action that results in loss of the Data until the Contractor has received notice from the State that the Data has been successfully exported. After receiving s,?,EMPTY,No answer content
1339,#redflag,The Contractor is required to maintain an information systems security policy and conform to the State?s information systems security policy. ,?,EMPTY,No answer content
1346,#redflag,Security NDA ,?,EMPTY,No answer content
1358,#redflag,"3.2.1.99.9% during Critical Hours, excluding Scheduled Downtime; and ",?,EMPTY,No answer content
1360,#redflag,Pg. 93 - Performance Related Credits ,?,EMPTY,No answer content
1373,#redflag,"4.3.4 - Sections 504 and 508 of the Rehabilitation Act of 1973, as amended, and corresponding implementing regulations; ",?,EMPTY,No answer content
1384,#redflag,"1.79.5, Pg. 93 - 508 ",?,EMPTY,No answer content
1400,#yellowflag,"The Solution data and application shall be separated from other customers, shall comply with County password policy, and shall support the following IT security best practices: ",?,EMPTY,No answer content
1412,#redflag,"Section 508 Compliance All user interfaces to the solution(s) provided, shall be warranted by the vendor to comply with Section 508 of the Rehabilitation Act of 1973 (29 U.S.C. 794d) and the World Wid",?,EMPTY,No answer content
1413,#yellowflag,"Attch E - Upon conclusion of an investigation of a security breach of Personal Information as required by KRS 61.933, the vendor hereby agrees to an apportionment of the costs of the notification, inv",?,EMPTY,No answer content
1415,#redflag,Attch L - 3 9s. ,? ,EMPTY,No answer content
1416,#redflag,Attch L - Zero RPO ,?,EMPTY,No answer content
1417,#redflag,Attch M - 508 ,?,EMPTY,No answer content
1429,#redflag,50.6.24 Performance Based Penalties ,?,EMPTY,No answer content
1430,#yellowflag,Attachment L - SLAs ,?,EMPTY,No answer content
1440,#redflag,"Pg. 15 - Meets all applicable state and federal data privacy and security requirements, including California Department of Justice requirements concerning CORI ",?,EMPTY,No answer content
1443,#redflag,T-59 - T-71 Customer SLAs ,?,EMPTY,No answer content
1455,#redflag,P. 128 - The Consultant shall document and immediately report to LADWP any unauthorized use or disclosure of confidential information as defined in Article 8.1. ,?,EMPTY,No answer content
1456,#redflag,"Pg. 53 - RTO / RPO - 4 HR RTo, 5 minute RPO. ",?,EMPTY,No answer content
1459,#redflag,"The WTWM system shall be designed to achieve an uptime availability of 99.99%, on a 24x7x365 basis, and be designed/configured for high reliability to minimize the number of downtime events. ",?,EMPTY,No answer content
1460,#yellowflag,Customer NDA ,?,EMPTY,No answer content
1473,#redflag,? Background Check RequirementsAny person who is proposed to provide services on this Contract who will have access to EOLWD premises and/or systems will be subject to the EOLWD background check proce,?,EMPTY,No answer content
1502,#redflag,The OneMRC system must be HIPAA compliant. The Bidder will be responsible for obtaining an independent HIPAA compliance certification. ,,EMPTY,No answer content
1504,#redflag,"Upon reasonable notice, the Contractor agrees to allow representatives of EOHHS access to premises where PI is stored for the purpose of inspecting privacy and physical security arrangements implement",? ,EMPTY,No answer content
1509,#redflag,The system shall be available/responsive 24/7 and have a 99.9% availability rate (including maintenance windows). ,?,EMPTY,No answer content
1559,#redflag,Customer Confidentiality Agreement ,?,EMPTY,No answer content
1563,#redflag,"The Bidder shall disclose any litigation against its organization, if any. The Bidder shall describe any past or present litigation related to the service and obligations under the Contract. ",?,EMPTY,No answer content
1565,#redflag,"The particulars of any circumstances over the past five (5) years in which the Bidder or its proposed subcontractor(s) has caused or been responsible for a breach of the security, confidentiality or i",?,EMPTY,No answer content
1572,#redflag,8 Hour RTO / 1 Hour RPO ,?,EMPTY,No answer content
1577,#redflag,The Solution shall provide auditability functions that will comply with FBI CJIS Security Policy version 5.9 or later https://www.fbi.gov/about-us/cjis/cjis-security-policy-resource-center ,?,EMPTY,No answer content
1578,#redflag,"The Solution shall remain compliant with the FBI CJIS Security Policy throughout the performance of this contract by applying changes and enhancements to the solution in a timely manner (e.g., within ",?,EMPTY,No answer content
1604,#redflag,"Data Residency. Generally MC does not leave the US for US customers, but we wouldn't be able to guarantee this if a guarantee was required. ",,EMPTY,No answer content
1609,#redflag,"Pg. 3 - 7) SECURITY AND ON-SITE PROCEDURES. All Contractor personnel shall comply with all applicable laws and County policies during the provision of Services, including without limitation any applic",?,EMPTY,No answer content
1610,#redflag,"All contracts will require the provision of a ""Right-to-Audit"" clause. ",?,EMPTY,No answer content
1622,#redflag,"Upon termination of the contract and at the MCSO?s written request, the Vendor shall destroy MCSO data, including backups and copies thereof, according to the National Institute of Standards and Techn",,EMPTY,No answer content
1625,#redflag,Pg. 50 - Recovery Point Objective (RPO) - 15 Minutes ,?,EMPTY,No answer content
1634,#yellowflag,3.4.1 MBE Liquidated Damages MBE liquidated damages are identified in Attachment M. ,?,EMPTY,No answer content
1666,#redflag,Pg 213 - Availability w/ Credits ?99.98% ,?,EMPTY,No answer content
1667,#redflag,Schedule D - SLAs with Credits. ,?,EMPTY,No answer content
1673,#redflag,21.6 - Damages ,?,EMPTY,No answer content
1675,#redflag,"Pg. 241, 2.6, 99.98% Availability w/ Credits listed here. Different from Section 2.4. ",?,EMPTY,No answer content
1676,#redflag,Pg. 253 - 4.4 - 8 Hour RTO ,?,EMPTY,No answer content
1684,#redflag,Schedule D - SLAs w/Credits ,?,EMPTY,No answer content
1686,#redflag,"<ol><li>ight of Inspection. Within ten (10) calendar days of providing notice, the State and its authorized representatives or designees have the right to enter and inspect Contractor?s premises or an",?,EMPTY,No answer content
1687,#redflag,"<ol><li>For Hosted Services, Contractor must ensure the infrastructure and applications are scanned using an approved scanning tool (Qualys, Tenable, or other PCI Approved Vulnerability Scanning Tool)",?,EMPTY,No answer content
1691,#redflag,99.98% Availability with Credits ,?,EMPTY,No answer content
1692,#yellowflag,Pg. 302 / SLAs w/ Credits ,?,EMPTY,No answer content
1693,#redflag,Pg 38 - Liquidated Damages. ,,EMPTY,No answer content
1696,#yellowflag,14 - Liquidated Damages ,?,EMPTY,No answer content
1698,#yellowflag,Schedule D - SLAs ,?,EMPTY,No answer content
1703,#redflag,99.98% availability with Credits. ,?,EMPTY,No answer content
1714,#yellowflag,11. Nonexclusive Remedy for Security Breach. 11.1 Any failure of the Services to meet the requirements of this Schedule with respect to the security of any State Data or other Confidential Information,?,EMPTY,No answer content
1739,#yellowflag,PG 103 - SLAS ,?,EMPTY,No answer content
1748,#redflag,Pg. 12 - 508 ,?,EMPTY,No answer content
1755,#redflag,"Accessibility of Services or Products. The responder should complete, in an accessible format, the Section 508 and Web Content Accessibility Guidelines (WCAG) sections in a Voluntary Product Accessibi",?,EMPTY,No answer content
1756,#redflag,"Contractor shall comply with all applicable requirements, restrictions, and conditions set forth in the Criminal Justice Information Services (?CJIS?) ? Security Policy, Version 5.3, dated 8/4/2014, i",?,EMPTY,No answer content
1759,#redflag,"Licensor shall provide the Licensee with its standard managed firewall service, which shall enable secure delivery of Licensor?s application services using fully redundant hardware-based firewalls. Li",?,EMPTY,No answer content
1764,#redflag,The Vendor must develop the proposed solution using Microsoft technologies utilizing Microsoft SQL version 2016 or later. ,?,EMPTY,No answer content
1775,#redflag,2.11.52 - The contractor shall understand and agree the database for this application is Microsoft SQL 2019 or higher. ,?,EMPTY,No answer content
1777,#redflag,2.4.12 - The system must be Section 508 compliant. ,?,EMPTY,No answer content
1781,#redflag,2.9.75 - The system must have a Microsoft SQL backend. ,?,EMPTY,No answer content
1792,#redflag,"<ol><li>If requested by a contract amendment issued by the state, the contractor shall agree to continue providing any part or all of the services in accordance with the terms and conditions, requirem",?,EMPTY,No answer content
1797,#redflag,Customer Security Awareness ,?,EMPTY,No answer content
1800,#redflag,The contractor shall perform regular security vulnerability scans using the tool(s) identified by ITSD Cyber Security and provide results. The contractor maintains the Application code to meet state s,?,EMPTY,No answer content
1807,#redflag,"Respond by completing and submitting the Section 508 and Web Content Accessibility Guidelines (WCAG) sections in a Voluntary Product Accessibility Template (VPAT®) for all software, hardware, and webs",?,EMPTY,No answer content
1825,#redflag,Background Checks ,?,EMPTY,No answer content
1834,#yellowflag,P. 3 - ADA Compliant - UI must be ADA compliant ? Preferrable that ADA features are togglable. ,?,EMPTY,No answer content
1836,#redflag,Pg. 6 - Immediate Breach Notification ,?,EMPTY,No answer content
1839,#redflag,99.9999% Availability ,?,EMPTY,No answer content
1861,#redflag,Provider guarantees 100% availability of their service to the State?s network environment.,?,EMPTY,No answer content
1862,#redflag,Section 508 Amendment to the Rehabilitation Act of 1973; ,?,EMPTY,No answer content
1868,#redflag,"The selected vendor will provide a system that is highly available, with a minimum service level agreement (SLA) of 99.999% uptime, excluding scheduled downtime for maintenance. Downtime due to schedu",?,EMPTY,No answer content
1919,#redflag,"SECURITY AND BACKGROUND CHECKS: The Agency reserves the right to conduct a security background check or otherwise approve any employee or agent provided by the Vendor, and to refuse access to or requi",?,EMPTY,No answer content
1927,#redflag,Requires for NIST (GovCloud) and Functionality (Chat Bots) are outside of GovCloud. ,?,EMPTY,No answer content
1932,#redflag,24 Hour Breach Notification ,?,EMPTY,No answer content
1933,#redflag,"Describe how you will ensure that there is 99.9% uptime.Provide 99.9%, 24x7x365 system availability for all calendar days except Saturdays from 5:00 a.m. ? 1:00 p.m., ET, which is being reserved for a",?,EMPTY,No answer content
1941,#redflag,The State reserves the right to visit Vendor site as needed during or after contract is signed. ,?,EMPTY,No answer content
1942,#redflag,8 Hour RTO ,?,EMPTY,No answer content
1955,#yellowflag,Vendor SLAs (for RTO and RPO) are not defined but are a requirement ,?,EMPTY,No answer content
1962,#redflag,SLAs with Credits ,?,EMPTY,No answer content
1979,#redflag,A-18 The system shall be compatible with NLCC antivirus software (FireEye) that is running on the servers and desktops. ,?,EMPTY,No answer content
1989,#redflag,"Between the hours of 4:00 AM and 1:00 AM of the following day, Central Time, 365 days a year, no single outage or combination of outages of the system shall last more than 15 minutes per 21-hour perio",?,EMPTY,No answer content
1992,#redflag,Pg 18. SLAs with Credits ,,EMPTY,No answer content
1999,#yellowflag,"The contractor agrees that in addition to all other rights set forth in this section the State shall have a nonexclusive, royalty-free and irrevocable license to reproduce or otherwise use and authori",?,EMPTY,No answer content
2007,#yellowflag,SLA / Credits Document ,?,EMPTY,No answer content
2015,#redflag,"If the System is hosted externally the Offeror shall provide for separate, not commingled databases and websites for development, testing/training and production environments. ",?,EMPTY,No answer content
2037,#redflag,Section 4-1.3 - SLAs/SLOs ,?,EMPTY,No answer content
2055,#redflag,B -3 Background Checks ,?,EMPTY,No answer content
2064,#redflag,Background Checks ,,EMPTY,No answer content
2065,#redflag,Be Section 508 Compliant ,?,EMPTY,No answer content
2068,#redflag,"Prior to the System being moved into production, the Vendor shall provide results of all security testing to the Department of Information Technology for Review and Acceptance. All Software and hardwa",?,EMPTY,No answer content
2078,#redflag,Appendix E - 508 ,?,EMPTY,No answer content
2082,#redflag,Pg 41 - a. The Vendor?s solution must use an SQL Server database as the backend database with an option to upgrade to the latest version of SQL Server. ,?,EMPTY,No answer content
2083,#redflag,Pg 41 - b. The Vendor?s solution must be in a Microsoft Server Operating System Platform in a virtualized environment. ,?,EMPTY,No answer content
2085,#yellowflag,"2.0 - This link takes you to a general site, FYI. No compliance docs are referred to. ",?,EMPTY,No answer content
2087,#redflag,5.22 - 508 , ,EMPTY,No answer content
2094,#redflag,NM43-AdminThe solution software must be 508 ADA compliant as required by the law. ,?,EMPTY,No answer content
2103,#redflag,Pg. 34 - SLAs - 99.9 availability with Credits. ,?,EMPTY,No answer content
2105,#redflag,Pg. 5 - Damages ,?,EMPTY,No answer content
2122,#redflag,Page 267 - System Availability 99.98% and 99.9% availability requirements with credits. ,?,EMPTY,No answer content
2123,#redflag,Page 273 - Cybersecurity Performance Requirement Credits ,?,EMPTY,No answer content
2141,#redflag,Pg. 2 - Section 508 ,?,EMPTY,No answer content
2144,#redflag,Encrypted and non-encrypted content shall be mixed. ,?,EMPTY,No answer content
2158,#redflag,NFR003 - 508 ,?,EMPTY,No answer content
2163,#redflag,Appendix Q - Liquidated Damages ,?,EMPTY,No answer content
2170,#redflag,"All data center(s) used by Contractor or its subcontractor(s) to perform the services under this Contract must at minimum be Tier 3 compliant to an industry standard, with a minimum of 99.982% uptime,",?,EMPTY,No answer content
2200,#redflag,Is the vendor solution accessible to persons with disabilities and compliant with Section 508 of the Rehabilitation Act of 1973? ,?,EMPTY,No answer content
2236,#redflag,Exhibit B 1.1 - Liquidated Damages ,?,EMPTY,No answer content
2237,#redflag,"Exhibit K, 1.2.5 - Section 508 ",?,EMPTY,No answer content
