Row,Flag,Question,Answer,Category,Reason
91,#redflag,13.3.2 Incident Severity13.3.2.2 - The vendor should have the capacity and capability to provide 15 minutes response time and 2 hours resolution time for severity 1 incident.,?- Security incident response is undertaken as per our Security Incident Response plan and we do not commit to timeline.,ACCURATE,Aligns with CMDT and Spring '26 docs
92,#redflag,13.3.4 SLA's13.3.4.1 - Please provide details of your proposed SLA framework for the management and measurement of:1) Incidents2) Requests3) AvailabilityYour response must include operational metrics , - We cannot commit to the SLA?s as per this requirement,ACCURATE,Aligns with CMDT and Spring '26 docs
93,#redflag,13 - Non-Functional13.2.2.11 - Security and PrivacyThe vendor must ensure that any identified cyber issues relating to the solution or the platform are patched within 48 hours.,"?- We need to provide a assumption here around patching timeline, make a reference to our IRAP report and our process on how we patch systems based on risk and business impact",ACCURATE,Aligns with CMDT and Spring '26 docs
94,#redflag,13.3.2.3 - The vendor should have the capacity and capability to provide 30 minutes response time and 4 hours resolution time for severity 2 incident.,Security incident is undertaken as per our Security Incident Response plan and we do not commit to timeline.,ACCURATE,Aligns with CMDT and Spring '26 docs
95,#redflag,"7 Technology ArchitectureThe primary architectural consideration for the Technology Architecture is that the BEAR Solution should be delivered in the Customer's AWS Tenancy, using readily available AW", - Salesforce Services are provided from AWS public cloud and not necessarily from TMR AWS Tenancy,ACCURATE,Aligns with CMDT and Spring '26 docs
97,#yellowflag,"NFR.1.28 - ShouldThe solution will install, manage and maintain current anti-malware protection on all Supplier managed Information Communication Technology (including servers and endpoints) that tran"," - We do not scan for files uploaded to a record, agency can achieve this using third party tools or through our AppExchange Partner such as WithSecure",ACCURATE,Aligns with CMDT and Spring '26 docs
98,#yellowflag,NFR.1.29 -0 - ShouldThe solution will ensure that the systems logs are retained as per the timeframes and requirements defined within the Queensland Government General Retention and Disposal Schedule.," - We provide OOB or add-on capabilities for agency for those logs, it will be upto each agency how long they want to retain these logs as per their policy and requirements.",ACCURATE,Aligns with CMDT and Spring '26 docs
99,#yellowflag,NFR.1.36 - MandatoryThe Supplier must perform back-ups of all Customer Data and system configuration settings stored within the system. The back-ups must occur at the frequency defined below:? Full ba,- We do perform platform backups to meet our obligation as a service provider but backup of customer data will be agency responsibility.We do provide OOB tool/options or through our partners on how to backup data stored in the CRM,ACCURATE,Aligns with CMDT and Spring '26 docs
100,#yellowflag,NFR.1.37 - MandatoryThe Supplier must ensure back-ups of Customer Data are encrypted and meet the requirements of the Queensland Government Data Encryption Standard., We do encrypt backup at rest at the platform /service level. Agency to devise theirown backup and restore strategy that includes encrypting information at rest,ACCURATE,Aligns with CMDT and Spring '26 docs
101,#yellowflag,NFR.1.39 - shouldThe Supplier should manage full restoration of backups is tested at least once when the solution is initially implemented and each time fundamental information technology infrastructu, - Agency to devise their own backup and restore strategy along with implementation partner.,ACCURATE,Aligns with CMDT and Spring '26 docs
102,#redflag,NFR.1.54 - MandatoryThe Supplier must perform authenticated monthly vulnerability scanning on all Supplier managed Information Communication Technology and Operational Technology devices that transmit, - We do conduct regular scans but such scan results are not provided to the agency and this is internal and confidential to Saleforce. What we provide is a summary of ongoing external VA and pentesting report which is available for download from our trust and compliance portal,ACCURATE,Aligns with CMDT and Spring '26 docs
103,#redflag,e) TMR Microservices and Event Driven Architecture (MEDA) Platform, - Salesforce Services are provided from AWS public cloud and not necessarily from TMR AWS Tenancy. This environment in context of our CRMwill be delivered through our SaaS tenancy and not TMR,ACCURATE,Aligns with CMDT and Spring '26 docs
104,#redflag,The Solution will reuse the following Customer infrastructure services:a) TMR AWS Tenancy, - Salesforce Services are provided from AWS public cloud and not necessarily from TMR AWS Tenancy.,ACCURATE,Aligns with CMDT and Spring '26 docs
108,#redflag,"13.3 If the Supplier becomes aware that a Cyber Incident has or may have occurred, the Supplier must: (a) notify the Customer as soon as possible"," - We do not provide timeline on security notification, if better timeline is required, this needs to be negotiated at the time of the contract",ACCURATE,Aligns with CMDT and Spring '26 docs
109,#redflag,"2. PENETRATION TESTING2.2 If the penetration testing discloses that the Service and/or Supplier Programs do not meet the Information Security Standards (ISS), then the Customer may by notice in writin",We cannot agree to this clause at the platform/service level. We have our own policy and process to patch our systems,ACCURATE,Aligns with CMDT and Spring '26 docs
110,#redflag,9. PERFORMANCE MANAGEMENT,? I don?t think we can agree on this term here around performance management and credits,ACCURATE,Aligns with CMDT and Spring '26 docs
111,#redflag,Attachment 3 ? Special ConditionsAudits,Right to audit clause applies here.,ACCURATE,Aligns with CMDT and Spring '26 docs
113,#yellowflag,D. ScalabilityNFD04 - The solution must provide a 1 second response time for at least 80% of transactions/time.,?- Our standard assumption around performance/scalabilityapplies here,ACCURATE,Aligns with CMDT and Spring '26 docs
114,#redflag,"Item 20 (page 4) - Information Security StandardsSouth Australian Protective Security Framework available at insert, including the South Australian Cyber Security Framework (?SACSF?) currently at http","?- Though we comply with the SA policy framework, but we do not necessarily lock them as part of the contract, because policy might change from time to time and we might be in breach of this policy. ",ACCURATE,Aligns with CMDT and Spring '26 docs
115,#redflag,1.10 - SecurityNFR 26 - The solution shall be hosted in a separate instance or isolated instance for SA Health. Please describe how data will be segregated.," - Multitenant environment, shared instance with logical separation based ORG ID.End of review for the above attachment/document",ACCURATE,Aligns with CMDT and Spring '26 docs
117,#yellowflag,1.8 MaintainabilityNFR 15 - Essential maintenance activities and upgrades shall be communicated in writing to SA Health atleast 5 business days in advance, - Maintenance activities are provided through status portal and notifications can be setup for the same through the portal,ACCURATE,Aligns with CMDT and Spring '26 docs
123,#redflag,17.4 Security Audit17.4.1 - 17.4.5#[,]our standard exception around right to audit is applicable here. Customers right to audit are covered in our MSA and DPAand there is a separate SA WoG agreement that is currently been worked on how to address this requirement. ,ACCURATE,Aligns with CMDT and Spring '26 docs
124,#redflag,4. SUPPLIER STAFF#[,"]?there are some requirements around personnel security, under this section which requires undergoing background checks/security clearances if we are going to support the implementation. If we are going through partners then our standard exception applies here. ",ACCURATE,Aligns with CMDT and Spring '26 docs
127,#yellowflag,LCNFR-13 - The solution shall backup all configuration/data ensuring retention for a minimum of 12 months., - Our services are backed up to meet our availability objective. Customer to devise their own backup strategy as per their policy,ACCURATE,Aligns with CMDT and Spring '26 docs
128,#redflag,6.2.17 Service LevelNR-SLR-01 In line with the Incident Priority Definition. the solution must meet the Operation Support SLAs as below: Priority Response Time Resolution Time (1) 30 mins 2 hours (2) ,]We do not commit to timeframe for security incidents. We will notify agency as soon we detect a breach and as per our MSA,ACCURATE,Aligns with CMDT and Spring '26 docs
129,#redflag,"6.2.19 StandardsNR-STA-01 The solution will be compliant with DELWP, Agency and Victorian Government legislation, standards, policies etc. including: ? Privacy and Data Protection Act 2004 ? Public Ad","]Our standard exception on accessibility applies here6.2.22 User-InterfaceNR-UIF-09 Standard Compliance (Digital accessibility) Accessibility requirements for websites are mandated under government policy, legislation, and through whole-of-government commitments. The Australian Government has endors",ACCURATE,Aligns with CMDT and Spring '26 docs
132,#yellowflag,6.2.3 Capacity/Volume/ScalabilityNR-CAP-01 and NR-CAP-02,Our standard assumption around performance applies here. This will be a standard response on our performance and scalability,ACCURATE,Aligns with CMDT and Spring '26 docs
133,#yellowflag,6.2.6 HostingNR-HOS-02 to NR-HOS-04,"Not applicable, we are SaaS provider. When we respond, we just point to our response NR-HOS-01",ACCURATE,Aligns with CMDT and Spring '26 docs
136,#redflag,I also reviewed the following document ?2_W3047-23Q-Tend-B---DRAFT-Minor-Works---SERVICES-Agreement-2016-Council.pdf?11. Confidentiality and privacy#[,"]?- Right to audit clause, our standard response applies here.",ACCURATE,Aligns with CMDT and Spring '26 docs
143,#redflag,"Security TabMAS-NFS- 917 MandatoryThe respondent must maintain an internal audit regime that ensures information security controls applied to the services offered to DCJ and DPE are appropriate, and a", - Annual audits are conducted but and we do not share audit results and exceptions as this is confidential to Salesforce.,ACCURATE,Aligns with CMDT and Spring '26 docs
147,#yellowflag,MAS-NFS-780 - MandatorySystem shall have good performance and a response time within 5 seconds for transactions., - Our standard assumption around performance applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
148,#yellowflag,MAS-NFS-781 - MandatorySystem shall process inbound/outbound service under 5 seconds., - Our standard assumption around performance applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
149,#yellowflag,MAS-NFS-783 - MandatoryTypical transactions submitted by LAHC users of the Respondent's Product/Solution must be completed within 2 seconds (including save and screen re-render)., - Our standard assumption around performance applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
151,#redflag,"MAS-NFS-918 - MandatoryThe respondent should undertake annual external audits to verify compliance with ISO 27001 or other applicable security standardsNo less than annually, the respondent must provi", - Annual audits are conducted but and we do not share audit results and exceptions as this is confidential to Salesforce.,ACCURATE,Aligns with CMDT and Spring '26 docs
152,#redflag,"MAS-NFS-923 - MandatoryThe respondent must ensure all staff and contractors working on the DCJ and DPE account with access to DCJ and DPE networks, systems or data have undergone a criminal background"," - Our Salesforce staff do undergo background check but not necessarily working with Children Check, this may be more applicable to our partners",ACCURATE,Aligns with CMDT and Spring '26 docs
153,#redflag,"I also reviewed the following attachment ""20 July 2022 WoG GMS POC Questionnaire to Vendors""Technical Controls#20 - Digital accessibilityDoes your platform meet the Web Content Accessibility Guideline", - Our standard exception around accessibility applies here@Kurt Johnson? end of review for this documentcc @Candace Irven?,ACCURATE,Aligns with CMDT and Spring '26 docs
154,#redflag,Page 13 - Section 2.10,Our standard accessibly exception applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
156,#redflag,Security (Clause 3.10)the Customer reserves the right to audit the Supplier?s data storage locations using a certified ISO 27001 auditor and request copies of independent audits of the data storage lo, right to audit clause applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
158,#redflag,"2.2 Context - in Scope Non-Functional15 - The Seller reports all security incidents, including but not limited to data confidentiality, privacy or integrity breaches. The Seller is required to provide"," - We do not commit to time frame, we will report all security incidents immediately and as per our MSA. If it is agency impacting incidents this will be managed through incident case number",ACCURATE,Aligns with CMDT and Spring '26 docs
159,#redflag,21 The service provides virus/malware scanning of attachments upon upload,We do no scan attachments that are uploaded or downloaded to and from the ORG. Agency can leverage our AppExchange Partners to achieve this objective,ACCURATE,Aligns with CMDT and Spring '26 docs
160,#yellowflag,24 The Seller is willing to implement the relevant treatments to bring the residual risk to a level acceptable to the Buyer,Risk to the services are mitigated as per SF risk management framework. Any risk due to non-compliances are called out in our audits and assessment report with alternative controls for risk mitigation. Agency to review our audit and assessment report which is made available on our trust and complian,ACCURATE,Aligns with CMDT and Spring '26 docs
161,#redflag,7.8 Security requirements for Resourcing,Our standard assumption around personnel security clearances applies here.,ACCURATE,Aligns with CMDT and Spring '26 docs
168,#redflag,"S4.58 - Backup, Restore, Disaster Recovery and High AvailabilityConfirm and describe the solution ability to provide business continuity across multiple Azure regions.",Our solutions is offered from AWS public cloud and not AZURE,ACCURATE,Aligns with CMDT and Spring '26 docs
169,#redflag,"S4.60 - Backup, Restore, Disaster Recovery and High AvailabilityConfirm the ability of the system to support an ongoing backup regime.",Agency to devise their own backup and restore plan. SF provides OOB tools that can be leverage or through our AppExchange partner,ACCURATE,Aligns with CMDT and Spring '26 docs
170,#redflag,S4.62 - PerformanceConfirm and describe the system ability to meet the expected response times for all user-initiated interactions (from the time the system receives the request to the time a response,Our standard assumption around performance applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
171,#redflag,S4.69 - ScalabilityDescribe how the system will take into consideration optimal design of Azure services and resource utilization to minimize on going Azure hosting usage charges., - Our services are hosted from AWS public cloud and not Azure,ACCURATE,Aligns with CMDT and Spring '26 docs
172,#redflag,"S4.7 HostingConfirm the system is able to be physically hosted in Australia, in the Department's existing Azure tenancy which is an ASD IRAP assessed cloud services that has attained PROTECTED level.",Our services are provided from ASD IRAP assessed AWS public cloud and not from Azure Cloud,ACCURATE,Aligns with CMDT and Spring '26 docs
173,#redflag,S4.80 to S4.91 User Identity and Access ManagementNote: - The solution will be hosted on a DH Azure environment in the department's existing tenancy. Please respond to the following questions in the c," - Sounds like the requirements listed are very specific to solution being hosted in Azure. With our solution bing hosted in AWS, we can still meet this requirements",ACCURATE,Aligns with CMDT and Spring '26 docs
174,#yellowflag,S5.37 - Cyber Security - Personnel SecurityThe suppliers personnel may be required to sign a deed of confidentiality or non-disclosure agreement with the department ? please confirm or indicate any is," - We do not sign any such deeds, this will be more for a partner to respond to",ACCURATE,Aligns with CMDT and Spring '26 docs
175,#yellowflag,13 Data Loss PreventionEnsure Data Loss prevention controls are in place to prevent and detect the leakage of NSW Government confidential data from the Service Provider's environment,This will be agency responsibility at the application level. We can provide a standard response,ACCURATE,Aligns with CMDT and Spring '26 docs
176,#redflag,26 Information Security AssessmentThe NSW Treasury reserves the right to perform regular Information Security Assessments for the duration of the agreement. These Information Security Assessments may ,]Right to audit clause applies here.,ACCURATE,Aligns with CMDT and Spring '26 docs
177,#yellowflag,"Security Requirements7 ConfidentialityEnsure appropriate isolation of the NSW Government data, for instance assigning separate encryption keys for each customer for encrypting the data-at-rest",We operate a multitenant and all data is in the same database but isolation achieved through logical controls. We will be able to respond to this requirement on how we this is achieved,ACCURATE,Aligns with CMDT and Spring '26 docs
179,#yellowflag,13 - Data SecurityAbides with Commonwealth legislation and policies pertaining to cyber security as detailed in section 6.4.2,?- This is agency specific and we should be able to provide a standard response.,ACCURATE,Aligns with CMDT and Spring '26 docs
181,#yellowflag,1.0 USABILITY AND ACCESSIBILITYNFR-001 - Highly DesirableThe Solution must meet the Web Content Accessibility Guidelines (WCAG) 2.0 Level AA requirement (https://www.w3.org/WAI/standards-guidelines/wc," - Though we meet most of the requirements specified in WCAG 2.0, we are not fully compliant. We can provide a standard response here",ACCURATE,Aligns with CMDT and Spring '26 docs
182,#yellowflag,"3.0 PERFORMANCENFR-015 - Highly DesirableThe Solution must be able to open and process a registration, payment and submission transaction in less than 10 seconds", - Our standard assumption around performance applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
183,#redflag,"4.0 RELIABILITY, AVAILABILITY, MAINTENANCE (RAM)NFR-017 - Highly DesirableRTO ? Recovery Time ObjectiveRPO ? Recovery Point Objective,The service must be restored within 2 hours with a maximum loss of", - Our standard execution around RPO of 4 hours and RTO of 12 hours applies here,ACCURATE,Aligns with CMDT and Spring '26 docs
184,#redflag,5.0 SECURITYNFR-029 - Highly Desirablethe Customer has the right to audit the Solution provider?s security stance. This includes carrying out reviews or obtaining results of security reviews / vulnera," - Right to audit exception applies here, this can be negotiated during MSA negotiations",ACCURATE,Aligns with CMDT and Spring '26 docs
191,#redflag,I also reviewed the following documents for security RFQ NMP21043 Statement of Work - Part B - Service Catalogue [E4 Systems Integration]3 Constraints3.1 PoliciesWeb Policy and Compliance - Government, - Our standard exception around accessibility applies hereNote :- This was listed as a requirement in the NFR document3.2 ProceduresAustralian Government Security Vetting,ACCURATE,Aligns with CMDT and Spring '26 docs
196,#redflag,"Schedule 4 -S4.56 - Standards and LegislationConfirm and describe the solution ability to provide the DR environment that is in a different geographic location, with in Australia, at least 50km from t"," - Not a different geographic region, but in the same Sydney region through multiple AZs I.e. 3 AZs",ACCURATE,Aligns with CMDT and Spring '26 docs
203,#yellowflag,NFR-06 - System Support1. Unlimited calls and emails on support requestsQueries for specific problems and failures are to be addressed based on following priority levels:1. Level A ? System does not w, - Our standard response on support applies here.@Laura Haehl? end of review for this document,ACCURATE,Aligns with CMDT and Spring '26 docs
204,#yellowflag,"12 Data Management12.1 Data backups, restoration, archiving and encryption to be managed by the vendor as per the relevant Cloud Agreement.","?- agency to devise their own backup, restore, archiving and encryption at the ORG level. SF do have these capabilities in place at the service/platform level.",ACCURATE,Aligns with CMDT and Spring '26 docs
205,#yellowflag,"7 Archivability7.1 Clinical information is required to be stored for a minimum of 10 years and longer if necessary. Retention periods should be in accordance with the Public Records Act 2002, the prin","- Agency is responsible to archive records as per their policy, we do provide out of box capabilities/tools, add-ons and through our appexchange partner to meet this.",ACCURATE,Aligns with CMDT and Spring '26 docs
206,#redflag,Availability &amp; RecoverabilityNFR 3ii.) The Solution must support a level of 99.99% uptime during operating hours., - Our standard exception around availability applies herev.) The proposed Solution must be able to be deployed across at least two geographically separated and disparate data centres#yellowflag - We can provide an assumption on how we provide our services from from 3 AZs within AWS Sydney Region. T,ACCURATE,Aligns with CMDT and Spring '26 docs
208,#yellowflag,"NF-0052 - Security and StandardsIndependent penetration tests and vulnerability assessments are performed yearly by the service provider on the application and infrastructure components of the system,", The VA and Pentest is performed on the platform and infra on which the services are running and not on applications that are built on the platform by agency. Agency to perform their own VA and pentest at the application level,ACCURATE,Aligns with CMDT and Spring '26 docs
209,#yellowflag,"NF-0053 - Security and StandardsResult of Independent penetration tests and vulnerability assessments are performed yearly by the service provider on the application, before the system go-live should ",The VA and Pentest is performed on the platform and infra on which the services are running and not on applications that are built on the platform by agency. Agency tp perform their own VA and pentest at the application level,ACCURATE,Aligns with CMDT and Spring '26 docs
210,#yellowflag,NF-0054 - Security and StandardsProduct vendor support or vendor staff do not have unauthorised access to data stored on the platform. Vendor to provide a monthly report on who has had access to the s,"?- SF provides assurance that customer data will not be accessed unless authorised by agency. We do not provide any such reports, agency to work with partner on ORG level access reports",ACCURATE,Aligns with CMDT and Spring '26 docs
211,#redflag,NF-0064 - Security and Standardsany files uploaded to the CMS must be scanned for viruses, - Files uploaded to our platform are non executable and we do not scan for viruses. Virus scanning outside SF platform,ACCURATE,Aligns with CMDT and Spring '26 docs
213,#redflag,Foreign ownership and regulation,?Please review this with legal to ensure we will meet this requirement,ACCURATE,Aligns with CMDT and Spring '26 docs
214,#redflag,Maintenance and development ,?Support and maintenance is global.,ACCURATE,Aligns with CMDT and Spring '26 docs
215,#redflag,NFR-1.18 - The New Solution must provide zero-downtime release updates,"?- I am not sure if there is a zero downtime, need to check this further",ACCURATE,Aligns with CMDT and Spring '26 docs
216,#redflag,NFR-1.20 - The New Solution must comply with accessibility standards (WCAG),?- our standard response with an exception,ACCURATE,Aligns with CMDT and Spring '26 docs
217,#yellowflag,"Security OrganisationIs the supplier part of an industry security program e.g. MSP3, DISP, etc Name of program and sponsoring agency:",?-we are not part of any of this program but it is work on progress. We are part other programs within the Australian Government Landscape,ACCURATE,Aligns with CMDT and Spring '26 docs
