Row,Flag,Question,Answer,Category,Reason
49,#redflag,"NF013 - Technical / Infrastructure - ReliabilityAVAILABILITY: It should be operational and accessible when required for use, with an uptime of more than 99.999% monthly or greater than 99.999% annuall", standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
51,#redflag,NF011 - Dashboard/UIACCESSIBILITY: It should allow use of people with the widest range of characteristics and Capabilities. It should adhere to the requirements of the Disability Discrimination Act of, Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
53,#redflag,"Non-Functional TabBusiness Process &amp; Governance#NFR16, NFR17 and NFR18 - Accessibility",Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
54,#redflag,"Service and Support Requirements TabPerformance, Maintenance &amp; SupportSSR-03 - Availability &amp; Reliability", - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
55,#redflag,"NFR-016 Availability, Scalability &amp; FlexibilityEnsure that the solution provides a high level (&gt;99%) of up time to Council users and Councils customers. Ensure that the system can scale to mana", - Standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
56,#redflag,"NFR-017 Availability, Scalability &amp; FlexibilityThe solution must be highly available with an agreed SLA with minimal downtime due to planned and unplanned outages. There is guaranteed system avail", - Standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
58,#yellowflag,System Response and PerformanceSystem should be able to render all major pages in under 3 seconds for an optimal user experience,Our Standard exception around system performance applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
59,#redflag,NFR2 System AvailabilitySolution availability target is 99.99%,- Our standard exception around availability applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
60,#redflag,NFR3 System Reliability1. The Recovery Point Objective (RPO) of the solution shall be no loss of current user data 2. The Recovery Time Objective (RTO) of the Solution shall be 15 Minutes, - Our standard exception around RPO of 4hours and RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
62,#redflag,Did a review of the following document ?ARPANSA RAD - RFQ Part B2 - System Expectations?2.5.1 - AccessibilityDoes the intranet meet Web Content Accessibility Guidelines (WCAG) 2.1 Level AA (or at a mi,Our standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
63,#redflag,"15.0 Non-Functional RequirementsKEMVARP-431In case of any incident raising a state of emergency leading to complete service disruption, the SLA for Service recovery is one hour with a complete resolut", - Our standard exception around RPO and RTO applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
64,#redflag,KEMVARP-474The solution must conform to WoVG user accessibility guidelines. The current DJCS standard is AA, - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
66,#redflag,#[17]? Do you agree to notify SOH as soon as possible and no later than 24 hoursfor security breaches impacting on the service or which includes SOH data?How will you notify SOH,Our standard exception around notification applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
68,#redflag,#2.3.5 Accessibility Requirements,?- our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
69,#redflag,Ref-128 - AccessibilityThe solution must comply with the Web Content Accessibility Guidelines (WCAG) 2.0 (Level AA)., - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
70,#redflag,"Ref-143 - Service ManagementThe system should have a Recovery Point Objective (RPO) of 30 minutes (requiring data backups every 30 minutes, so that no more than 30 minutes of work is lost should a ser", - Our Standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
71,#redflag,Ref-23 Cyber SecurityThe system provides high availability &gt;= 99.99%, - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
72,#redflag,"Ref-3 Cyber SecurityIf offered as a SaaS, the system shall provide a Web Application Firewall.", - Our standard exception around WAF applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
73,#redflag,5.3.4 Highly desirableThe Solution Should provide Recovery Time Objective (RTO) of less than 2 hours., - Our standard exception around RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
74,#redflag,5.3Non-Functional / Technical Requirements - Availability5.3.3 Highly desirableThe Solution Should provide data Recovery Point Objective (RPO) of less than 1 hour., - Our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
76,#redflag,5.6.2 - Highly desirableThe Solution Should support:a. a print-friendly layout to support off-line working without losing context or contentb. an accessible layout that complies with applicable standa,]Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
77,#redflag,5.6Non-Functional / Technical Requirements - Usability5.6.1 MandatoryThe Solution Must conform to Level AA of the Web Content Accessibility Guidelines (WCAG) 2.1., - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
78,#redflag,"COM.N001 AccessibilityBrowser interfaces of the solution SHOULD support Web Content Accessibility Guidelines (WCAG) 2.1, level AA at a minimum.",? our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
79,#redflag,COM.N006 AvailabilityThe solution MUST support an availability level of at least 99.9% per month (measured 24/7).,? our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
80,#redflag,COM.N007 AvailabilityThe solution SHOULD support an availability level of at least 99.95% per month (measured 24/7).,? our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
81,#redflag,COM.N008 AvailabilityThe solution COULD support an availability level of at least 99.99% per month (measured 24/7).,? our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
85,#redflag,13.2.3 Accessibility &amp; Compatibility13.2.3.1 - Any components of the solution delivered as a web format should comply with the government mandated standard which is WCAG 2.0 Level AA.#[,]Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
86,#redflag,"13.2.5.2 For SaaS based solutions, the solution should have a recovery time objective of 4 hours or better in line with Council's Business Continuity Plan (BCP).",Our standard exception around RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
87,#redflag,"13.2.5 Disaster and Recovery13.2.5.1 - For SaaS based solutions, the solution should have a recovery point objective of 1 hour or better in line with Council's Business Continuity Plan (BCP).",- Our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
88,#redflag,"13.2.6 Performance and Availability13.2.6.1 - The solution should have an uptime of 99.9% availability, excluding scheduled maintenance windows.",? Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
96,#redflag,EC - 4.4 CompatibilityNFR.1.17 MUST/ MANDATORYThe solution must meet conformance requirements set at the Level AA of the Web Content Accessibility Guidelines (WCAG V2.1)., - Our Standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
105,#redflag,1.5 High Level Non-Functional RequirementsICT As-a-Service - Gthe solution has a web browser interface rather than an installed client and preferably no plug-ins (native HTML). If the solution is acce, - Our standard exception around accessibility applies here for WCAG v2.1 requirement.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
106,#redflag,NFB06 - The solution shall provide High Availability and Disaster Recovery capabilities with an RPO of 30mins and an RTO of 24hours.,Our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
107,#redflag,NFB07 - The solution must meet 99.9% availability,?- Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
112,#redflag,B. Availability and AccessibilityNFB04 - The solution must provide the ability to align with the State Government?s web content accessibility Guidelines and Web Content Accessibility Guideline version,?- Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
116,#redflag,1.2. AvailabilityNFR 8The solution shall provide High Availability and Disaster Recovery capabilities with an RPO of 30mins and an RTO of 24hours., - Our standard exception of RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
118,#redflag,"NFR 3The solution shall ensure clinics the SA Government accessibility policy as per ""https://www.accessibility.sa.gov.au/introduction/accessibility-guidelines"" alt=""https://www.accessibility.sa.gov.a", - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
119,#redflag,"Start of review for review for SAH2021-1695 Part E Tender Response and Pricing1.1. AccessibilityNFR 1 The solution shall adhere to the Web Content Accessibility Guideline version 2 - level AA""https://", - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
120,#redflag,"AccessibilityComplianceAbility to use the system to develop applications which fully comply with SA Government Accessibility policy""https://www.accessibility.sa.gov.au/introduction/accessibility-guide",]Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
121,#redflag,NFR1 to NFR3 - Accessibility, - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
122,#redflag,NFR 6 - AvailabilityThe solution shall provide High Availability and Disaster Recovery capabilities with an RPO of 30mins and an RTO of 24hours., - Our standard exception around RPO applies here which is 4 hours.We should be fine with RTO which is 12 hours,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
125,#redflag,B-02 - NFR-177 -Information Security AssessmentsThe organisation shall comply to SA Health's request for ongoing Information Security Assessments.Maximum frequency is twice yearly.,Our standard exception around right to audit applies her,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
126,#redflag,B04 - NFR-50 -Architecture - Minimal down-timeProvide a high level of up-time (&gt; 99.8%) and proactively monitor the solution for significant failures.,Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
130,#redflag,"6.2.22 User-InterfaceNR-UIF-09 Standard Compliance (Digital accessibility) Accessibility requirements for websites are mandated under government policy, legislation, and through whole-of-government co","Our standard exception on accessibility applies here, similar to NR-STA-01",NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
131,#redflag,"6.2.2 AvailabilityNR-AVA-01 The solution must be available 99.9% during operational hours. The cloud system must be online and accessible for the following time period: 24 hours, 7 days per week, all ",?- Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
134,#redflag,NFR-003 Availability &amp; MaintenanceStandard SLA'sRecovery Time Objective (RTO) (time without service) = 4hrs, - Our standard exception around RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
135,#redflag,NFR-020 - UsabilityTemplates to build and customise own formsGovt department standard accessibility (for Power BI), - our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
137,#redflag,d. Service Level - RPO (24hrs)and RTO (2hrs),"?- our standard exception around RTO I.e. 12 hours. Our RPO Ia 4 hours, we should be fine here.",NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
138,#redflag,d. Service Level - Severity 1 to 4 for Response and Restoration time, - our standard exception around Severity applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
139,#redflag,d. Service Level - Uptime 99.99%,our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
140,#redflag,7.5 Regulatory(iii) Web Content Accessibility Guidelines in order to achieve WCAG 2.0 Level AA compliance (https://info.australia.gov.au/accessibility), - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
141,#redflag,RegulatoryNFR-REG01 - The Solution complies with the Web Content Accessibility Guidelines in order to achieve WCAG 2.0 Level AA compliance., - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
142,#redflag,MAS-NFS-820 to MAS-NFS-827- MandatoryThere are all WCAG2.1 requirements, - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
144,#redflag,MAS-NFS-761 - MandatoryThe Respondent must stipulate its Product/Solution minimal system availability target (99.99% of the time) and associated conditions.,?- Our standard exception around availability of 99.95% applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
145,#redflag,MAS-NFS-763 - MandatoryThe Respondent must stipulate its Product/Solution Recovery Time Objective (RTO) of 1 hour., our standard exception around RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
146,#redflag,MAS-NFS-764 - MandatoryLAHC expects a Recovery Point Objective (RPO) of 0 hours (no data loss)., our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
150,#redflag,MAS-NFS-791 - MandatorySystem shall be able to recover from any unplanned outages within 1 hour., - Our standard exception aroundRTO applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
155,#redflag,Page 7 - Additional Provisions (Clause 1.4)WCAG Compliance, our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
157,#redflag,17The user interface conforms to the Web Content Accessibility Guidelines (WCAG) ? Double A,Our standard exception around accessibility applies here?,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
162,#redflag,Page 2 - Essential Criteria3. The product needs to be WCAG 2.0 compliant,?- Our standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
163,#redflag,"No red flags within this document, they are all standard security requirements. But there was one that was picked up in this document around accessibility47 Web Content Accessibility Guidelines",?- Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
164,#redflag,"S4.19 Standards and LegislationConfirm and describe how the system conforms to Australian Standard AS EN 301 549:2016, including conforming to Level AA of the W3C?s Web Content Accessibility Guideline",Our standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
165,#redflag,"S4.55 - Backup, Restore, Disaster Recovery and High AvailabilityConfirm and describe the system ability to provide a Recovery Point Objective (RPO) of zero (no data loss) at maximum or less than 1 min",Our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
166,#redflag,"S4.56 - Backup, Restore, Disaster Recovery and High AvailabilityConfirm and describe the system ability to provide a Recovery Time Objective (RTO) of 4 hours.",Our standard exception around RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
167,#redflag,"S4.57 - Backup, Restore, Disaster Recovery and High AvailabilityConfirm and describe the system ability to be available on-line for 24 hr x 7 days with an SLA of 99.9% availability/uptime guarantee.",Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
178,#redflag,Solution RequirementsOther System and Support Requirements7.13 Compliance with Accessibility Standards,?Our standard exception around accessibility standards apply here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
180,#redflag,Attachment 3: Solution Overview Requirements14 - Usability Meets WCAG 2.0 standards as a minimum,?- Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
186,#redflag,NFR-002 - ShouldThe Solution should meet the Web Content Accessibility Guidelines (WCAG) 2.1 Level AA requirement (https://www.w3.org/WAI/standards-guidelines/wcag/), - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
188,#redflag,NFR34 -The solution will have a user interface which adheres to look and feel guidelines outlined in the four WCAG 2.0 principles, - Our standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
189,#redflag,NFR54 -The solution will ensure availability of at least 98% annually for fixed environments., - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
190,#redflag,NFR64-NFR66- Incidents, - Our standard exception around incident reporting applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
192,#redflag,"Schedule 4 -S4.27 - Standards and LegislationConfirm and describe how the solution conforms to Australian Standard AS EN 301 549:2016, including conforming to Level AA of the W3C?s Web Content Accessi", - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
193,#redflag,Schedule 4 -S4.53 - Standards and LegislationConfirm and describe the solution ability to provide a Recovery Point Objective (RPO) of zero (no data loss)., - Our standard exception around RPO applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
194,#redflag,Schedule 4 -S4.54 - Standards and LegislationConfirm and describe the solution ability to provide a Recovery Time Objective (RTO) of 4 hours., - Our standard exception around RTO applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
195,#redflag,Schedule 4 -S4.55 - Standards and LegislationConfirm and describe the solution ability to be available on-line for 24 hr x 7 days with an SLA of 99.9%., - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
197,#redflag,NFR 26The Tenderer must stipulate its Solution availability target (e.g. 99.9% of the time) and associated conditions. Please describe the measures that are taken to guarantee this availability., - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
198,#redflag,NFR 28LAHC requires a Recovery Point Objective (RPO) of 0 hours (no data loss). Please describe how you would achieve the expected RPO.,??Our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
199,#redflag,NFR 36The Tenderer's Solution should conform to the Web Contents Accessibility Guidelines (WCAG) 2.0 level AA.Please describe how this requirement will be met.,Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
200,#redflag,GEN-77 - Accredited Professionals System - System Configuration - AccessibilityThe system must be configurable for individual users with accessibility needs and be compliant with Web Content Accessibi, - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
201,#redflag,NFR-02 - System AvailabilitySolution availability target is 99.99%, Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
202,#redflag,NFR-03 - System Reliability1. The Recovery Point Objective (RPO) of the IDAM Solution shall be no loss of current user data2. The Recovery Time Objective (RTO) of the IDAM Solution shall be 15 Minutes, - Our standard exception around RPO of 4 hours and RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
207,#redflag,"NF-0022 - End User ExperienceThe platform provides the ability to adjust text size and resolution, and/ or integrate with text to speech for vision impaired users.Refer to Guidelines -WCAG 2.1 AA leve",Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
212,#redflag,NF-0070 SupportThe platform should be available 99.99% of the time (excluding agreed maintenance windows),? Our standard exception around availability applies here@Candace Irven?and @Laura Haehl?end of review for this document,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
218,#redflag,NF3.02 Recoverability - Recovery Time Objective (RTO)The platform will support a maximum Recovery Time Objective (RTO) of two hours., - Our standard exception around RTO which is 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
219,#redflag,ACCESSIBILITY AC 4.3 The solution must meet the minimum accessibility standard of WCAG 2.0 Level AA., - our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
220,#redflag,SCDR 7.5 - The solution can be restored from backup and achieve full (100%) functionality within 4 hours of initiating data restoration.,Our standard exception around RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
222,#redflag,UPTIME/AVAILABILITY AND RELIABILITY UAR 2.1 - Detail the availability levels offered by the solution (i.e. 99.5-99.9% uptime)., - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
225,#redflag,AvailabilityThe solution availability is expected to be 99.9%.,our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
227,#redflag,"NON FUNCTIONAL REQUIREMENTSAccessibilityThe solution system will be conformant with current version of the ?Web Content Accessibility Guidelines"" level AA and AGIMO Web Guide, for mobile devices (Plea",? our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
229,#redflag,1.3.2. Availability requirementsNFAV01 - Available 24*7 with service level target of 99.5% uptime,?- our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
231,#redflag,1.3.6. Accessibility requirementsNFAC01- Be able to meet web accessibility guidelines,?- Our standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
235,#redflag,44. Web Content Accessibility Guidelines,?our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
238,#redflag,5. Operational considerations5.1 Accessibility,Our standard exception around accessibility applies hereNote - it does not calls out WCAG in the the requirements,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
241,#redflag,8. Operational considerations8.2. Accessibility,? Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
242,#redflag,AvailabilityNFR-3 - Reliability TargetThe solution (all components) will be available 99.9% of the time except for planned outages. 99.9% availability allows for the solution to be unavailable for 43 , - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
245,#redflag,"NFR-19 Web Accessibility StandardsAll user interfaces of the solution will adhere to NZ Government Web Accessibility Standard 1.1, which requires adherence to the Web Content Accessibility Guidelines ", - Our standard exception around accessibility applies here?,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
247,#redflag,UsabilityNFR-18 Web Usability StandardsAll user interfaces of the solution will adhere to NZ Government Web Usability Standard 1.3.https://www.digital.govt.nz/standards-and-guidance/nz-government-web-, - Our standard exception around accessibility applies here?,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
262,#redflag,SU4 System Usability UI Designb) Accessibility: The system design is to be consistent with NZ government Web Accessibility Standard (v1.0) or modern version.,Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
263,#redflag,OA3 - System Operational Availability ReliabilityThe system is to meet at least 99.85% up time in the application availability window as noted in OA-002 core hours.Unscheduled outage times based on av,Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
266,#redflag,"C. Platform hosting, performance, and support? Have 99.95% uptime/service availability", - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
268,#redflag,10.3 The product must follow NZ government usability standards, - Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
269,#redflag,4.3 - Server and Storage SolutionsIt is Highly desirable that the Server Architecture and infrastructure (on premises or cloud) provides 99.9% uptime measured 24/7 and assessed quarterly. This include, Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
272,#redflag,Accessibility RequirementsAccessibility requirements RE-01 to RE-26 are to be used in conjunction with the following:1.Web Content Accessibility Guidelines (WCAG) 2.1 ( https://www.w3.org/TR/WCAG21/ ),Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
273,#redflag,AR15 - System Availability and Resilience:The proposed Legal Case Management Solution needs to provide 99.99% availability with planned maintenance outages of no less that 0.1% per month and ensure th,Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
276,#redflag,"AR30 - Accessibility Compliance:Digital Accessibility standards must be considered, including;a)The solution must comply with the NSW accessibility requirements including WCAG2.1+#[",]Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
279,#redflag,#16 - The solution must meet Accessibility standards ? at least WCAG 2.0 AA compliance#[,]Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
280,#redflag,6.2 Non-Functional Requirements#11 - The ability to provide 99.5% uptime outside of scheduled maintenance,Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
285,#redflag,A03 - RPO - There must be no loss of data upon recovery after a failure (e.g. Physical or logical failure in the system).These are in reference to production environment,Our standard exception around RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
